Price,Brand,Model,Ram size,Quantity,Ram type,Ram speed,CAS latency,Link
69,Corsair,CMSX16GX5M2A4800C40,16,2,DDR5,4800,40,https://amazon.com/dp/B0B15DLTXJ?tag=pcbuilder00-20
69,HyperX,Fury 8,8,1,DDR4,2666,16,https://amazon.com/dp/B07WD5VKTS?tag=pcbuilder00-20
69.17,Kingston Technology,KF548C38BBK2-16,16,2,DDR5,4800,38,https://amazon.com/dp/B09T947TVV?tag=pcbuilder00-20
69.75,Crucial,CT2K8G4DFS8213,16,2,DDR4,2133,15,https://amazon.com/dp/B01BIWKUVC?tag=pcbuilder00-20
69.97,SP Silicon Power,SP032GXLWU600FDG,32,2,DDR5,6000,40,https://amazon.com/dp/B0C2CLX3VV?tag=pcbuilder00-20
69.99,Corsair,CMK16GX5M2B5200C40,16,2,DDR5,5200,40,https://amazon.com/dp/B0BZHXGYWS?tag=pcbuilder00-20
69.99,TEAMGROUP,T-FORCE DARK Za,16,2,DDR4,4000,18,https://amazon.com/dp/B086WYR97Z?tag=pcbuilder00-20
69.99,Corsair,Vengeance RGB Pro,16,2,DDR4,3600,18,https://amazon.com/dp/B08SQ75MP7?tag=pcbuilder00-20
69.99,Corsair,Vengeance RGB Pro,16,2,DDR4,3600,18,https://amazon.com/dp/B07TB3R9JB?tag=pcbuilder00-20
69.99,PNY,MD32GK2D4360018XRGB,32,2,DDR4,3600,18,https://amazon.com/dp/B08XZPH31G?tag=pcbuilder00-20
69.99,Patriot Memory,PVSR432G360C0K,32,2,DDR4,3600,20,https://amazon.com/dp/B08N68K55C?tag=pcbuilder00-20
69.99,Lexar,LD4BU016G-R3600UDLH,32,2,DDR4,3600,18,https://amazon.com/dp/B099H1DCJC?tag=pcbuilder00-20
69.99,PNY,MD32GK2D4320016XRGB,32,2,DDR4,3200,16,https://amazon.com/dp/B08B6FBFM9?tag=pcbuilder00-20
69.99,HyperX,HyperX Fury,8,1,DDR4,3000,15,https://amazon.com/dp/B07WD5VJD8?tag=pcbuilder00-20
69.99,Corsair,Vengeance RGB Pro,16,2,DDR4,3000,15,https://amazon.com/dp/B07D5QM1Q5?tag=pcbuilder00-20
69.99,Corsair,CMW16GX4M2C3000C15,16,2,DDR4,3000,15,https://amazon.com/dp/B07D1XJWSJ?tag=pcbuilder00-20
69.99,HyperX,HyperX Fury RGB,8,1,DDR4,2666,16,https://amazon.com/dp/B07WHF6YDL?tag=pcbuilder00-20
69.99,Crucial,CT2K4G4DFS8213,8,2,DDR4,2133,15,https://amazon.com/dp/B00MMLUZ2I?tag=pcbuilder00-20
69.99,Crucial,CT32G4RFD4213,32,1,DDR4,2133,15,https://amazon.com/dp/B016DHJ86U?tag=pcbuilder00-20
70,Mushkin,MLA4C360GKKP16GX2,32,2,DDR4,3600,16,https://amazon.com/dp/B093GCM5LM?tag=pcbuilder00-20
70.92,Crucial,CT16G4RFD8293,16,1,DDR4,2933,21,https://amazon.com/dp/B07KFQ72B7?tag=pcbuilder00-20
71.39,G.Skill,Ripjaws,16,4,DDR4,2400,15,https://amazon.com/dp/B00N1OZDPO?tag=pcbuilder00-20
71.47,G.Skill,Ripjaws X,8,2,DDR3,2400,11,https://amazon.com/dp/B00COGLBPQ?tag=pcbuilder00-20
71.55,TEAMGROUP,ELITE SO-DIMM,16,1,DDR5,5600,46,https://amazon.com/dp/B0B4NW29MV?tag=pcbuilder00-20
71.99,Kingston,Fury Beast,16,1,DDR5,4800,38,https://amazon.com/dp/B09KCMKL9Z?tag=pcbuilder00-20
71.99,Neo Forza,NMUD416F82-4000FG20,32,2,DDR4,4000,19,https://amazon.com/dp/B0B4KLQXML?tag=pcbuilder00-20
72.24,OLOy,MD4U1636181CHKDA,32,2,DDR4,3600,18,https://amazon.com/dp/B08543K4HY?tag=pcbuilder00-20
72.35,XPG,AX4U320016G16A-DCWHD45,32,2,DDR4,3200,16,https://amazon.com/dp/B09RQ6QM19?tag=pcbuilder00-20
72.7,TEAMGROUP,T-Force Dark Z,16,2,DDR4,3600,18,https://amazon.com/dp/B07WRLF8QL?tag=pcbuilder00-20
72.88,Addlink,AG16GB32C16S4UBX2,32,2,DDR4,3200,16,https://amazon.com/dp/B09CKPKWM6?tag=pcbuilder00-20
72.93,G.Skill,Trident Z RGB,16,2,DDR4,3000,16,https://amazon.com/dp/B06WP4L3D7?tag=pcbuilder00-20
72.99,Corsair,Vengeance RGB Pro,16,2,DDR4,3200,16,https://amazon.com/dp/B07D5SN1ZK?tag=pcbuilder00-20
72.99,Corsair,Vengeance RGB Pro,16,2,DDR4,3200,16,https://amazon.com/dp/B07XJY3KBV?tag=pcbuilder00-20
72.99,Corsair,Vengeance RGB Pro,16,2,DDR4,2933,16,https://amazon.com/dp/B07FBP815T?tag=pcbuilder00-20
73.97,SP Silicon Power,32GB (16GBx2),32,2,DDR5,4800,40,https://amazon.com/dp/B0BP2DN18Y?tag=pcbuilder00-20
73.99,TEAMGROUP,TED532G5600C46DC01,32,2,DDR5,5600,46,https://amazon.com/dp/B0C73ZLW53?tag=pcbuilder00-20
73.99,TEAMGROUP,TED532G4800C40DC-S01,32,2,DDR5,4800,40,https://amazon.com/dp/B09X1ZHP62?tag=pcbuilder00-20
73.99,Corsair,Vengeance RGB Pro,16,2,DDR4,3600,18,https://amazon.com/dp/B08SQCZSS8?tag=pcbuilder00-20
74.46,HyperX,HyperX Fury,8,1,DDR3,1600,10,https://amazon.com/dp/B00J8E8ZMY?tag=pcbuilder00-20
74.95,Crucial,CT16G4VFD4213,16,1,DDR4,2133,15,https://amazon.com/dp/B00MTSXMY2?tag=pcbuilder00-20
74.99,Corsair,Vengeance RGB Pro,16,2,DDR4,3200,16,https://amazon.com/dp/B07VQJ9J7V?tag=pcbuilder00-20
74.99,HyperX,HyperX Impact,8,1,DDR4,2933,17,https://amazon.com/dp/B07BGLLS1W?tag=pcbuilder00-20
74.99,Crucial,CT2K8G4SFS8266,16,2,DDR4,2666,19,https://amazon.com/dp/B071KP8CGG?tag=pcbuilder00-20
74.99,Crucial,CT16G4RFD4266,16,1,DDR4,2666,19,https://amazon.com/dp/B01N9JOE2K?tag=pcbuilder00-20
75.5,Crucial,CT2K8G4DFS832A,16,2,DDR4,3200,22,https://amazon.com/dp/B07Q6PHSFP?tag=pcbuilder00-20
75.99,G.Skill,Ripjaws V,16,2,DDR4,4000,18,https://amazon.com/dp/B0813ZDVFF?tag=pcbuilder00-20
75.99,G.Skill,Trident Z RGB,16,2,DDR4,3600,18,https://amazon.com/dp/B08176RT4G?tag=pcbuilder00-20
75.99,Crucial,CT2K8G4SFS832A,16,2,DDR4,3200,22,https://amazon.com/dp/B07Q6PJVTX?tag=pcbuilder00-20
75.99,G.Skill,Ares,16,2,DDR3,1600,10,https://amazon.com/dp/B00U91YQBY?tag=pcbuilder00-20
76.39,ADATA,AX4U320016G16A-CBKD45,16,1,DDR4,3200,16,https://amazon.com/dp/B0B324LJPR?tag=pcbuilder00-20
76.99,TEAMGROUP,TPBD532G4800HC4001,32,1,DDR5,4800,40,https://amazon.com/dp/B0BC8MGLFQ?tag=pcbuilder00-20
76.99,Addlink,AG16GB32C16X4UBX2,32,2,DDR4,3200,16,https://amazon.com/dp/B09GFB2YD4?tag=pcbuilder00-20
76.99,Crucial,CT2K8G4DFD824A,16,2,DDR4,2400,17,https://amazon.com/dp/B019FRD5O6?tag=pcbuilder00-20
77.26,G.Skill,Ripjaws,16,4,DDR4,2666,15,https://amazon.com/dp/B00N1OYJA4?tag=pcbuilder00-20
77.8,Corsair,Vengeance RGB Pro,16,2,DDR4,2666,16,https://amazon.com/dp/B07D5QMFY5?tag=pcbuilder00-20
77.88,Kingston Technology,KF556C40BBK2-16,16,2,DDR5,5600,40,https://amazon.com/dp/B09T8VWV2R?tag=pcbuilder00-20
77.99,Patriot Memory,0814914029107,16,2,DDR4,4000,16,https://amazon.com/dp/B09NLBNLZ4?tag=pcbuilder00-20
77.99,Corsair,Vengeance RGB Pro,16,2,DDR4,3600,18,https://amazon.com/dp/B085SNZQTJ?tag=pcbuilder00-20
77.99,Corsair,Vengeance RGB Pro,16,2,DDR4,3600,18,https://amazon.com/dp/B07D1XJ8J9?tag=pcbuilder00-20
77.99,Corsair,Vengeance RGB Pro,16,2,DDR4,3600,18,https://amazon.com/dp/B07D5RBTQG?tag=pcbuilder00-20
77.99,G.Skill,Aegis,32,2,DDR4,3000,16,https://amazon.com/dp/B07CGW9QYC?tag=pcbuilder00-20
78.95,Crucial,CT32G48C40U5,32,1,DDR5,4800,40,https://amazon.com/dp/B09HW97JVF?tag=pcbuilder00-20
78.97,SP Silicon Power,SP032GXLWU600FDG,32,2,DDR5,6000,40,https://amazon.com/dp/B0CD2CLWV9?tag=pcbuilder00-20
78.99,Crucial,CT2K8G48C40U5,16,2,DDR5,4800,40,https://amazon.com/dp/B09HWDB1F8?tag=pcbuilder00-20
78.99,G.Skill,Ripjaws V,32,1,DDR4,2666,18,https://amazon.com/dp/B084M71WX7?tag=pcbuilder00-20
78.99,Mushkin,Enhanced Silverline,32,2,DDR4,2400,17,https://amazon.com/dp/B07CH138SX?tag=pcbuilder00-20
79,SAMSUNG,M393A4K40CB2-CTD,32,1,DDR4,2666,19,https://amazon.com/dp/B07KVFFTH5?tag=pcbuilder00-20
79.93,Corsair,Vengeance RGB Pro,16,2,DDR4,3000,16,https://amazon.com/dp/B07FPWFF4B?tag=pcbuilder00-20
79.99,Patriot Memory,PSD532G48002S,32,1,DDR5,4800,46,https://amazon.com/dp/B0BL65XQR7?tag=pcbuilder00-20
79.99,TEAMGROUP,T-FORCE VULCAN Z,32,2,DDR4,3600,18,https://amazon.com/dp/B08MDZ9YFR?tag=pcbuilder00-20
79.99,G.Skill,Trident Z Neo,16,2,DDR4,3600,18,https://amazon.com/dp/B07WGQZTKB?tag=pcbuilder00-20
79.99,PROXMEM,PGD4U36A18XX6-K1WC,32,2,DDR4,3600,18,https://amazon.com/dp/B0BXFWG7GM?tag=pcbuilder00-20
79.99,Crucial,CT2K16G4SFRA32A,32,2,DDR4,3200,22,https://amazon.com/dp/B08C4X9VR5?tag=pcbuilder00-20
79.99,XPG,AX4U320016G16ADW50,32,2,DDR4,3200,16,https://amazon.com/dp/B092GQGNTP?tag=pcbuilder00-20
79.99,Patriot Memory,Viper Steel,32,2,DDR4,3200,16,https://amazon.com/dp/B07N3TXFFX?tag=pcbuilder00-20
79.99,Crucial,BL2K8G26C16U4W,16,2,DDR4,2666,16,https://amazon.com/dp/B083TSFB4Y?tag=pcbuilder00-20
79.99,Corsair,Vengeance LP,16,2,DDR3,1600,9,https://amazon.com/dp/B009YOJZ5E?tag=pcbuilder00-20
79.99,Corsair,Vengeance LP,16,2,DDR3,1600,10,https://amazon.com/dp/B007TG8QRW?tag=pcbuilder00-20
79.99,Corsair,XMS3,16,2,DDR3,1600,9,https://amazon.com/dp/B006ZINK0S?tag=pcbuilder00-20
80.01,Kingston Technology,KF560C36BBEK2-16,16,2,DDR5,6000,36,https://amazon.com/dp/B0BRTJFFBW?tag=pcbuilder00-20
80.03,Corsair,Vengeance LPX,16,2,DDR4,2666,16,https://amazon.com/dp/B0123ZC6CO?tag=pcbuilder00-20
80.89,XPG,AX4U32008G16A-DT50,16,2,DDR4,3200,16,https://amazon.com/dp/B08WJFCR32?tag=pcbuilder00-20
80.95,Crucial,CT2K16G48C40U5,32,2,DDR5,4800,40,https://amazon.com/dp/B09HW9886B?tag=pcbuilder00-20
81.16,Neo Forza,NMUD416E82-3601DG20,32,2,DDR4,3600,18,https://amazon.com/dp/B09ZH4G95F?tag=pcbuilder00-20
82.49,XPG,D45,16,2,DDR4,3600,18,https://amazon.com/dp/B096YGTMBK?tag=pcbuilder00-20
82.97,SP Silicon Power,SP032GXLWU600FDH,32,2,DDR5,6000,40,https://amazon.com/dp/B0BTNQHLC1?tag=pcbuilder00-20
82.99,TEAMGROUP,FLBD532G6000HC38ADC01,32,2,DDR5,6000,38,https://amazon.com/dp/B0BNTRRLYP?tag=pcbuilder00-20
82.99,G.Skill,F5-4800S4039A16GA2-RS,32,2,DDR5,4800,40,https://amazon.com/dp/B0B1LB2H8Q?tag=pcbuilder00-20
82.99,G.Skill,F5-4800S3838A16GA2-RS,32,2,DDR5,4800,38,https://amazon.com/dp/B0B1LS79G2?tag=pcbuilder00-20
82.99,G.Skill,Aegis,32,2,DDR4,3200,16,https://amazon.com/dp/B08175L812?tag=pcbuilder00-20
82.99,Corsair,Vengeance,16,2,DDR3,1600,9,https://amazon.com/dp/B006EWUO22?tag=pcbuilder00-20
83.5,Neo Forza,NMGD480E82-4400GF20,16,2,DDR4,4400,19,https://amazon.com/dp/B0B4KQLG96?tag=pcbuilder00-20
83.99,TEAMGROUP,CTCCD532G5200HC42DC-S01,32,2,DDR5,5200,42,https://amazon.com/dp/B0BQV28J5K?tag=pcbuilder00-20
83.99,Corsair,XMS3,16,4,DDR3,1333,9,https://amazon.com/dp/B0054KPK9C?tag=pcbuilder00-20
84.35,Corsair,Vengeance,12,3,DDR3,1600,9,https://amazon.com/dp/B004CRSM4S?tag=pcbuilder00-20
84.95,Corsair,Vengeance LPX,32,2,DDR4,3200,16,https://amazon.com/dp/B07RW6Z692?tag=pcbuilder00-20
84.99,PROXMEM,PGD5U60A36XX7-K0WC,32,2,DDR5,6000,36,https://amazon.com/dp/B0BXFWRFVH?tag=pcbuilder00-20
84.99,TEAMGROUP,FLBD532G5600HC32DC01,32,2,DDR5,5600,32,https://amazon.com/dp/B0B3GYZHYK?tag=pcbuilder00-20
84.99,PROXMEM,PGD5U56A36XX7-K0WC,32,2,DDR5,5600,36,https://amazon.com/dp/B0BXFTQ73F?tag=pcbuilder00-20
84.99,Patriot Memory,Viper Steel,16,2,DDR4,4000,19,https://amazon.com/dp/B07KXNGWRF?tag=pcbuilder00-20
84.99,TEAMGROUP,T-Create Expert,32,2,DDR4,3600,18,https://amazon.com/dp/B091FKD2N3?tag=pcbuilder00-20
84.99,G.Skill,Ripjaws V,32,2,DDR4,3000,16,https://amazon.com/dp/B07L478BN1?tag=pcbuilder00-20
85,Corsair,Vengeance LPX,32,2,DDR4,2133,13,https://amazon.com/dp/B0196QNBU4?tag=pcbuilder00-20
85.48,Crucial,CT32G4SFD8266,32,1,DDR4,2666,19,https://amazon.com/dp/B07ZLC26HY?tag=pcbuilder00-20
85.99,G.Skill,F5-4800S3434A16GA2-RS,32,2,DDR5,4800,34,https://amazon.com/dp/B0B1GMD6SB?tag=pcbuilder00-20
86.02,Kingston Technology,KF552C36BBEAK2-16,16,2,DDR5,5200,36,https://amazon.com/dp/B0BRTKH5R9?tag=pcbuilder00-20
86.99,TEAMGROUP,FLABD532G6000HC38ADC01,32,2,DDR5,6000,38,https://amazon.com/dp/B0BF9XJSKF?tag=pcbuilder00-20
86.99,TEAMGROUP,T-Force Dark Za,32,2,DDR4,3600,18,https://amazon.com/dp/B07Z4NTYDM?tag=pcbuilder00-20
87.49,Crucial,CT16G4WFD8266-2G6D1,16,1,DDR4,2666,19,https://amazon.com/dp/B078N7HC6L?tag=pcbuilder00-20
87.99,Patriot Memory,Viper Venom,32,2,DDR5,5600,36,https://amazon.com/dp/B09XYSN5DY?tag=pcbuilder00-20
88.09,ADATA,AX5U5200C3816G-CLARBK,32,2,DDR5,5200,38,https://amazon.com/dp/B09LD45W3T?tag=pcbuilder00-20
88.31,Kingston Technology,KF556C36BBEAK2-16,16,2,DDR5,5600,36,https://amazon.com/dp/B0BRTJ3NDQ?tag=pcbuilder00-20
88.4,G.Skill,Ripjaws,16,2,DDR4,3200,18,https://amazon.com/dp/B07KT283J8?tag=pcbuilder00-20
88.51,Mushkin,Enhanced Silverline,32,2,DDR4,2666,19,https://amazon.com/dp/B07G7F3D3Y?tag=pcbuilder00-20
88.51,Kingston,KVR21N15D8/8,8,1,DDR4,2133,15,https://amazon.com/dp/B00WUPTVX0?tag=pcbuilder00-20
88.99,TEAMGROUP,T-Force Delta RGB,32,2,DDR4,3600,18,https://amazon.com/dp/B08CM4V24M?tag=pcbuilder00-20
88.99,TEAMGROUP,T-Force Delta,32,2,DDR4,3600,18,https://amazon.com/dp/B08CLY6NMN?tag=pcbuilder00-20
88.99,Corsair,Vengeance RGB Pro,16,2,DDR4,3600,18,https://amazon.com/dp/B07TC4TPCN?tag=pcbuilder00-20
88.99,PNY,XLR8,32,2,DDR4,3200,16,https://amazon.com/dp/B07YNDVSQ8?tag=pcbuilder00-20
88.99,G.Skill,Ripjaws V,32,2,DDR4,2400,15,https://amazon.com/dp/B018OB5RB8?tag=pcbuilder00-20
89.08,G.Skill,Trident Z RGB,16,2,DDR4,3200,16,https://amazon.com/dp/B07GYPXC28?tag=pcbuilder00-20
89.18,Crucial,CT2K16G48C40S5,32,2,DDR5,4800,40,https://amazon.com/dp/B09S2PNYTY?tag=pcbuilder00-20
89.19,XPG,AX4U36008G18I-DT50,16,2,DDR4,3600,18,https://amazon.com/dp/B0966S9347?tag=pcbuilder00-20
89.41,Neo Forza,NMGD416F82-3200DF20,32,2,DDR4,3200,16,https://amazon.com/dp/B08XP4LHLY?tag=pcbuilder00-20
89.53,G.Skill,Ripjaws,32,2,DDR4,2133,15,https://amazon.com/dp/B017UC3O76?tag=pcbuilder00-20
89.93,Kingston,KVR16N11K2/16,16,2,DDR3,1600,11,https://amazon.com/dp/B008C4LITS?tag=pcbuilder00-20
89.95,G.Skill,Ripjaws,8,2,DDR3,1333,9,https://amazon.com/dp/B003SLFBUW?tag=pcbuilder00-20
89.98,GIGABYTE,GP-ARS32G52D5,32,2,DDR5,5200,40,https://amazon.com/dp/B09MDTM5Z6?tag=pcbuilder00-20
89.99,Crucial,CT2K16G56C46S5,32,2,DDR5,5600,46,https://amazon.com/dp/B0BLTDRRLF?tag=pcbuilder00-20
89.99,Kingston,KF552C40BBK2-16,16,2,DDR5,5200,40,https://amazon.com/dp/B09T97ZSVB?tag=pcbuilder00-20
89.99,TEAMGROUP,T-Force XTREEM ARGB,16,2,DDR4,3600,18,https://amazon.com/dp/B082HC4PF9?tag=pcbuilder00-20
89.99,TEAMGROUP,T-Force XTREEM ARGB,16,2,DDR4,3600,18,https://amazon.com/dp/B08T1Q32H7?tag=pcbuilder00-20
89.99,Crucial,Ballistix Sport LT,16,1,DDR4,3200,16,https://amazon.com/dp/B07MGPK7XC?tag=pcbuilder00-20
89.99,Crucial,Ballistix Sport LT,16,1,DDR4,3200,16,https://amazon.com/dp/B07M5RLBKJ?tag=pcbuilder00-20
89.99,G.Skill,RipJaws V,32,2,DDR4,3200,16,https://amazon.com/dp/B0171GQR0C?tag=pcbuilder00-20
89.99,G.Skill,F4-2666C19D-32GIS,32,2,DDR4,2666,19,https://amazon.com/dp/B07KKB9BNZ?tag=pcbuilder00-20
89.99,Crucial,CT16G4VFS4266,16,1,DDR4,2666,19,https://amazon.com/dp/B01N5HMU1N?tag=pcbuilder00-20
91,Corsair,Vengeance LPX,16,2,DDR4,3600,20,https://amazon.com/dp/B083JX396K?tag=pcbuilder00-20
91.52,Patriot Memory,Viper 4 Blackout,16,2,DDR4,3000,16,https://amazon.com/dp/B07TVFBN26?tag=pcbuilder00-20
91.9,Kingston Technology,KF560C36BBEAK2-16,16,2,DDR5,6000,36,https://amazon.com/dp/B0BRTKL725?tag=pcbuilder00-20
91.95,Corsair,Vengeance LPX,32,2,DDR4,3600,18,https://amazon.com/dp/B07ZPLM1R1?tag=pcbuilder00-20
91.99,G.Skill,F5-5200J3636C16GX2-FX5,32,2,DDR5,5200,36,https://amazon.com/dp/B0BJNT5N7J?tag=pcbuilder00-20
91.99,Corsair,Vengeance LPX,32,2,DDR4,2400,16,https://amazon.com/dp/B01CYILUB8?tag=pcbuilder00-20
91.99,G.Skill,F4-2400C15D-16GIS,16,2,DDR4,2400,15,https://amazon.com/dp/B01C25H5WQ?tag=pcbuilder00-20
92.18,Crucial,CT32G4RFD432A,32,2,DDR4,2666,19,https://amazon.com/dp/B084WLY3NR?tag=pcbuilder00-20
92.29,GeIL,Orion AMD Edition,32,2,DDR4,3000,16,https://amazon.com/dp/B08LXQPKM8?tag=pcbuilder00-20
92.99,G.Skill,Trident Z RGB,16,2,DDR4,3600,19,https://amazon.com/dp/B07GYYD3DX?tag=pcbuilder00-20
92.99,Corsair,Vengeance LPX,32,2,DDR4,2400,14,https://amazon.com/dp/B0134EU9YA?tag=pcbuilder00-20
93.04,ADATA,AX5U6400C4016G-CCARGY,16,1,DDR5,6400,40,https://amazon.com/dp/B09XMDCNWL?tag=pcbuilder00-20
93.99,Corsair,Vengeance LPX,32,2,DDR4,3000,16,https://amazon.com/dp/B07B2Y6H1M?tag=pcbuilder00-20
94.3,G.Skill,Trident Z Neo,16,2,DDR4,3200,16,https://amazon.com/dp/B07WZ6C2T2?tag=pcbuilder00-20
94.75,Mushkin,Proline 32,32,1,DDR3,1333,9,https://amazon.com/dp/B00N2FC6RK?tag=pcbuilder00-20
94.99,Patriot Memory,Viper Venom,32,2,DDR5,6000,36,https://amazon.com/dp/B09XY6KX8P?tag=pcbuilder00-20
94.99,Crucial,CP2K16G56C46U5,32,2,DDR5,5600,46,https://amazon.com/dp/B0C2B7W1W4?tag=pcbuilder00-20
94.99,Corsair,CMSX32GX5M2A4800C40,32,2,DDR5,4800,40,https://amazon.com/dp/B09X5T42XZ?tag=pcbuilder00-20
94.99,Patriot Memory,Viper Steel,16,2,DDR4,4400,19,https://amazon.com/dp/B07KXLFDL6?tag=pcbuilder00-20
94.99,Crucial,Ballistix 3200,16,2,DDR4,3200,16,https://amazon.com/dp/B083TYS4TL?tag=pcbuilder00-20
94.99,Corsair,Vengeance LPX,32,1,DDR4,3000,16,https://amazon.com/dp/B07VRKX537?tag=pcbuilder00-20
94.99,Crucial,CT2K16G4DFRA266,32,2,DDR4,2666,19,https://amazon.com/dp/B08C4VGJL3?tag=pcbuilder00-20
94.99,Crucial,BLS16G4D26BFST,16,1,DDR4,2666,16,https://amazon.com/dp/B07F6JCHQ4?tag=pcbuilder00-20
94.99,G.Skill,Ripjaws V,32,2,DDR4,2666,15,https://amazon.com/dp/B01A10WTGQ?tag=pcbuilder00-20
95.99,Corsair,Vengeance LPX,16,2,DDR4,4000,18,https://amazon.com/dp/B07WVSNXB6?tag=pcbuilder00-20
96.99,Corsair,Dominator Platinum RGB,16,2,DDR4,3200,16,https://amazon.com/dp/B088MXX1GW?tag=pcbuilder00-20
97.67,Neo Forza,NMGD416E82-3601DF20,32,2,DDR4,3600,18,https://amazon.com/dp/B0B4KPR5T4?tag=pcbuilder00-20
97.75,HyperX,HyperX FURY,16,1,DDR4,3200,16,https://amazon.com/dp/B07WCQRMWQ?tag=pcbuilder00-20
97.8,Crucial,Ballistix 2400,16,2,DDR4,2400,16,https://amazon.com/dp/B083TT9KTH?tag=pcbuilder00-20
97.99,Crucial,CT2K16G56C46U5,32,2,DDR5,5600,46,https://amazon.com/dp/B0BLTGP2JX?tag=pcbuilder00-20
97.99,G.Skill,F5-5600J3036D16GA2-RS5W,32,2,DDR5,5600,30,https://amazon.com/dp/B09XZ5R1DB?tag=pcbuilder00-20
97.99,Crucial,CT2K16G52C42U5,32,2,DDR5,5200,42,https://amazon.com/dp/B0BLTFW9NY?tag=pcbuilder00-20
97.99,Corsair,Dominator Platinum RGB,16,2,DDR4,3200,16,https://amazon.com/dp/B088MWPC18?tag=pcbuilder00-20
97.99,Corsair,Dominator Platinum,16,2,DDR4,3200,16,https://amazon.com/dp/B07N3HT852?tag=pcbuilder00-20
98,Crucial,CT2K16G4SFD8213,32,2,DDR4,2133,15,https://amazon.com/dp/B015YPB8ME?tag=pcbuilder00-20
98.59,Patriot Memory,PSD432G32002,32,1,DDR4,3200,22,https://amazon.com/dp/B0887NHX3N?tag=pcbuilder00-20
98.95,Corsair,Vengeance RGB Pro,16,2,DDR4,4000,18,https://amazon.com/dp/B07XC3FKKN?tag=pcbuilder00-20
99,Corsair,Vengeance LPX,16,2,DDR4,4000,19,https://amazon.com/dp/B07YF8SJYJ?tag=pcbuilder00-20
99,Kingston,HyperX Fury Black,16,2,DDR3,1600,10,https://amazon.com/dp/B00J8E8XT4?tag=pcbuilder00-20
99.11,G.Skill,Ripjaws Z,16,4,DDR3,2133,9,https://amazon.com/dp/B00679QX0O?tag=pcbuilder00-20
99.39,XPG,AX4U320016G16A-DB10,32,2,DDR4,3200,16,https://amazon.com/dp/B092LC2MSJ?tag=pcbuilder00-20
99.44,Crucial,CT16G4WFD824A,16,1,DDR4,2400,17,https://amazon.com/dp/B017UGKB32?tag=pcbuilder00-20
99.77,Corsair,Vengeance LPX,32,2,DDR4,2666,16,https://amazon.com/dp/B0134EW44S?tag=pcbuilder00-20
99.95,G.Skill,Ripjaws V,8,1,DDR4,2666,15,https://amazon.com/dp/B017QGW81E?tag=pcbuilder00-20
99.98,G.Skill,Trident Z RGB,16,2,DDR4,4000,18,https://amazon.com/dp/B082PKGSMC?tag=pcbuilder00-20
99.98,Kingston,Hyper X Blu,8,2,DDR3,1600,9,https://amazon.com/dp/B0057Q4ADU?tag=pcbuilder00-20
99.99,TEAMGROUP,CTCWD532G6400HC32ADC01,32,2,DDR5,6400,32,https://amazon.com/dp/B0C658ZMY8?tag=pcbuilder00-20
99.99,TEAMGROUP,CTCED532G6400HC32ADC01,32,2,DDR5,6400,32,https://amazon.com/dp/B0C657LC81?tag=pcbuilder00-20
99.99,TEAMGROUP,FF3D532G6200HC38ADC01,32,2,DDR5,6200,38,https://amazon.com/dp/B09LHPFZDS?tag=pcbuilder00-20
99.99,Corsair,CMK32GX5M2B6000C36,32,2,DDR5,6000,36,https://amazon.com/dp/B0B15DC288?tag=pcbuilder00-20
99.99,G.Skill,F5-6000J3238F16GA2-RS5W,32,2,DDR5,6000,32,https://amazon.com/dp/B09XZYWPH3?tag=pcbuilder00-20
99.99,G.Skill,F5-6000J3238F16GA2-RS5K,32,2,DDR5,6000,32,https://amazon.com/dp/B09Y1FMSWS?tag=pcbuilder00-20
99.99,Corsair,CMK32GX5M2E6000C36,32,2,DDR5,6000,36,https://amazon.com/dp/B0BZHW15KF?tag=pcbuilder00-20
99.99,Corsair,CMH32GX5M2E6000C36W,32,2,DDR5,6000,36,https://amazon.com/dp/B0CDY46PFK?tag=pcbuilder00-20
99.99,XPG,AX5U6000C3016G-DTLABBK,32,2,DDR5,6000,30,https://amazon.com/dp/B0CCK7DWLT?tag=pcbuilder00-20
99.99,G.Skill,F5-5600J3636C16GA2-TZ5S,32,2,DDR5,5600,36,https://amazon.com/dp/B09PTFFDLL?tag=pcbuilder00-20
99.99,G.Skill,F5-5600J3636C16GA2-TZ5K,32,2,DDR5,5600,36,https://amazon.com/dp/B09PV1BS7J?tag=pcbuilder00-20
99.99,XPG,AX5U5200C3816G-DCLARBK,32,2,DDR5,5200,38,https://amazon.com/dp/B09JQGH9WL?tag=pcbuilder00-20
99.99,Corsair,Vengeance RGB Pro,16,2,DDR4,4000,19,https://amazon.com/dp/B07D1TT7RN?tag=pcbuilder00-20
99.99,Corsair,Vengeance RGB Pro,32,2,DDR4,3600,18,https://amazon.com/dp/B082DGZJ9C?tag=pcbuilder00-20
99.99,G.Skill,Trident Z Neo,16,2,DDR4,3600,16,https://amazon.com/dp/B07WVT8SGF?tag=pcbuilder00-20
99.99,Corsair,Vengeance LPX,32,2,DDR4,3600,18,https://amazon.com/dp/B082DH1FZR?tag=pcbuilder00-20
99.99,G.Skill,RipJaws V,32,2,DDR4,3600,19,https://amazon.com/dp/B07FSWN49R?tag=pcbuilder00-20
99.99,G.Skill,Trident Z Royal,16,2,DDR4,3200,16,https://amazon.com/dp/B07LD56VJ9?tag=pcbuilder00-20
