Title,Price,Brand,Model,Ram size,Quantity,Ram type,Ram speed,DIMM_type,CAS latency,Link
"HyperX Fury, 16GB (2 x 8GB) DDR4-3200MHz CL15 DIMM Black XMP Desktop Memory",/A,HyperX,Fury,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07WD5VKVL?tag=pcbuilder00-20
"HyperX Fury, 16GB (2 x 8GB) DDR4-3200MHz CL16 DIMM XMP Desktop Memory",/A,HyperX,Fury,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07WF9M2PK?tag=pcbuilder00-20
HyperX Fury 32GB 3200MHz DDR4 CL15 DIMM (Kit of 4) 1Rx8  Black XMP Desktop Memory,/A,HyperX,HyperX Fury,32 GB,4 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07WD5VVJW?tag=pcbuilder00-20
"HyperX Fury, 8GB (1 x 8GB) DDR4-3200MHz DIMM RGB XMP Desktop Memory with CL16",/A,HyperX,Fury,8 GB,1 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07WJJFV9Z?tag=pcbuilder00-20
Kingston HyperX Fury 64GB 3200MHz DDR4 CL16 DIMM (Kit of 4)  RGB XMP Desktop Memory,385.83,Kingston,HyperX Fury RGB,64 GB,4 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07WHF2RQ4?tag=pcbuilder00-20
HyperX Fury 16GB 3200MHz DDR4 CL16 DIMM  RGB XMP Desktop Memory Single Stick,/A,HyperX,Fury 16,16 GB,1 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07WCQRJM2?tag=pcbuilder00-20
HyperX Fury 32GB 3200MHz DDR4 CL16 DIMM (Kit of 4) 1Rx8  RGB XMP Desktop Memory,/A,HyperX,Fury 32,32 GB,4 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07WD5VGC9?tag=pcbuilder00-20
HyperX Fury 32GB 3200MHz DDR4 CL16 DIMM (Kit of 2)  RGB XMP Desktop Memory,/A,HyperX,HyperX Fury RGB,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07WHF6X3X?tag=pcbuilder00-20
Crucial Ballistix 3200 MHz DDR4 DRAM Desktop Gaming Memory Kit 16GB (8GBx2),94.99,Crucial,Ballistix 3200,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B083TYS4TL?tag=pcbuilder00-20
Corsair Vengeance RGB PRO 16GB (2x8GB) DDR4 3200 (PC4-25600) C14 Desktop Memory,146,Corsair,Vengeance RGB Pro,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL14,https://amazon.com/dp/B07G8Q7QPY?tag=pcbuilder00-20
"Corsair Vengeance RGB Pro, 32GB (4 x 8GB) DDR4-3200MHz CL16 RGB Gaming Desktop Memory",139.99,Corsair,Vengeance RGB Pro,32 GB,4 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07D1XJH2W?tag=pcbuilder00-20
"Corsair Vengeance RGB Pro, 32GB (4 x 8GB) DDR4-3200MHz CL16 RGB Desktop Memory",139.99,Corsair,Vengeance RGB Pro,32 GB,4 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07D5RBR2P?tag=pcbuilder00-20
"TEAMGROUP T-Force Vulcan Z, 16GB (2 x 8GB) DDR4-3200MHz CL16 Desktop Memory",43.99,TEAMGROUP,T-Force Vulcan Z,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07T637L7T?tag=pcbuilder00-20
"TEAMGROUP T-Force Vulcan Z, 32GB (2 x 16GB) DDR4-3200MHz CL16 Desktop Memory",/A,TEAMGROUP,T-Force Vulcan Z,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07WLCWQV5?tag=pcbuilder00-20
"TEAMGROUP T-Force Vulcan Z, 16GB (2 x 8GB) DDR4-3200MHz CL16 Desktop Memory",43.99,TEAMGROUP,T-Force Vulcan Z,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07T62Y4YN?tag=pcbuilder00-20
"TEAMGROUP T-Force Vulcan Z, 32GB Kit (2 x 16GB) DDR4-3200MHz CL16 Desktop Memory",/A,TEAMGROUP,T-Force Vulcan Z,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07SNB3V77?tag=pcbuilder00-20
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16GB Kit (2x8GB) DDR4 Dram 3200MHz (PC4-25600) CL16 Desktop Memory Module Ram,43.99,TEAMGROUP,T-FORCE VULCAN TUF,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07DB6P367?tag=pcbuilder00-20
Crucial Ballistix RGB 3200 MHz DDR4 DRAM Desktop Gaming Memory Kit 64GB (32GBx2) CL16,/A,Crucial,Ballistix RGB,64 GB,2 x 32 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B083VN3TB2?tag=pcbuilder00-20
Crucial Ballistix RGB 3200 MHz DDR4 DRAM Desktop Gaming Memory Kit 32GB (16GBx2) CL16,/A,Crucial,Ballistix RGB,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B083VNMP7M?tag=pcbuilder00-20
Crucial Ballistix RGB 3200 MHz DDR4 DRAM Desktop Gaming Memory Kit 16GB (8GBx2) CL16,133.29,Crucial,Ballistix RGB,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B083VN5CQJ?tag=pcbuilder00-20
Crucial Ballistix RGB 3200 MHz DDR4 DRAM Desktop Gaming Memory Kit 16GB (8GBx2) CL16,/A,Crucial,Ballistix RGB,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B083VN3YF9?tag=pcbuilder00-20
Crucial Ballistix RGB 3200 MHz DDR4 DRAM Desktop Gaming Memory Kit 64GB (32GBx2) CL16,/A,Crucial,Ballistix RGB,64 GB,2 x 32 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B083VMQPMX?tag=pcbuilder00-20
Crucial Ballistix RGB 3200 MHz DDR4 DRAM Desktop Gaming Memory Kit 64GB (32GBx2) CL16,/A,Crucial,Ballistix RGB 3200,64 GB,2 x 32 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B083VMMG6M?tag=pcbuilder00-20
Crucial Ballistix RGB 3200 MHz DDR4 DRAM Desktop Gaming Memory Kit 32GB (16GBx2),/A,Crucial,Ballistix RGB,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B083VMZX6F?tag=pcbuilder00-20
Crucial Ballistix RGB 3200 MHz DDR4 DRAM Desktop Gaming Memory Kit 32GB (16GBx2) CL16,/A,Crucial,Ballistix RGB,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B083VNGFTL?tag=pcbuilder00-20
"Crucial Ballistix RGB, 16GB (8GBx2) DDR4-3200MHz DRAM Desktop Gaming Memory with CL16",/A,Crucial,Ballistix RGB,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B083VMSY1B?tag=pcbuilder00-20
"G.SKILL TridentZ RGB Series, 16GB (2 x 8GB) DDR4-3200MHz 288-Pin CL16 Desktop Memory",68.99,G.Skill,Trident Z RGB,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B01MTDEYHU?tag=pcbuilder00-20
TEAMGROUP T-Force Delta TUF DDR4 16GB (2x8GB) 3200MHz (PC4-25600) CL16 Desktop Memory Module ram,54.99,TEAMGROUP,T-Force Delta,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07WRGQPDH?tag=pcbuilder00-20
"TEAMGROUP T-Force Delta RGB, 16GB (2 x 8GB) DDR4-3200MHz CL16 Desktop Memory",53.99,TEAMGROUP,T-Force Delta RGB,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07RWDKZ2D?tag=pcbuilder00-20
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB DDR4 32GB (2x16GB) 3200MHz (PC4-25600) CL16 Desktop Gaming Memory Ram,/A,TEAMGROUP,T-FORCE DELTA TUF,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B08128DQSV?tag=pcbuilder00-20
"TEAMGROUP T-Force Delta RGB, 32GB (2 x 16GB) DDR4-3200MHz Desktop Memory with CL16",/A,TEAMGROUP,T-Force Delta RGB,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07WTW5CJ5?tag=pcbuilder00-20
TEAMGROUP T-Force Delta RGB DDR4 16GB (2x8GB) 3200MHz (PC4-25600) CL16 Desktop Memory Module ram,53.99,TEAMGROUP,T-Force Delta RGB,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07T26FP12?tag=pcbuilder00-20
TEAMGROUP T-Force Delta RGB DDR4 64GB (2x32GB) 3200MHz (PC4-25600) CL16 Desktop Gaming Memory Module Ram,194.99,TEAMGROUP,T-Force Delta RGB,64 GB,2 x 32 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B08YQT2MYZ?tag=pcbuilder00-20
Patriot Viper Steel DDR4 16GB (1 x 16GB) 3200MHz Module,44.99,Patriot Memory,Viper Steel,16 GB,1 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07N3Z1RP8?tag=pcbuilder00-20
"Patriot Viper Steel Series, 16GB (2 x 8GB) DDR4-3866MHz High Performance Memory with CL16",/A,Patriot Memory,Viper Steel,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07KXLKXJB?tag=pcbuilder00-20
Patriot Viper Steel Series DDR4 8GB 3200MHz Performance Memory Module,27.99,Patriot Memory,Viper Steel,8 GB,1 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07N3XZ97B?tag=pcbuilder00-20
Patriot Viper Steel DDR4 32GB (1 x 32GB) 3200 MHz Module,58.99,Patriot Memory,PVS432G320C6,32 GB,1 x 32 GB,DDR4,3200 MHz,288-pin,CL16,https://amazon.com/dp/B0865LCHC3?tag=pcbuilder00-20
Patriot Viper Steel DDR4 64GB (2 x 32GB) 3200MHz Kit,114.99,Patriot Memory,PVS464G320C6K,64 GB,2 x 32 GB,DDR4,3200 MHz,288-pin,CL16,https://amazon.com/dp/B08689HC45?tag=pcbuilder00-20
HyperX Fury 128GB 3200MHz DDR4 Ram CL16 DIMM (Kit of 2) Black Desktop Memory with low-profile heat spreader,/A,HyperX,Fury 128,128 GB,4 x 32 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B083Q311VD?tag=pcbuilder00-20
Crucial RAM 8GB DDR4 3200MHz CL22 (or 2933MHz or 2666MHz) Desktop Memory CT8G4DFRA32A,17.99,Crucial,CT8G4DFRA32A,8 GB,1 x 8 GB,DDR4,3200 MHz,288-PIN,CL22,https://amazon.com/dp/B08C4VHQV2?tag=pcbuilder00-20
Crucial RAM 16GB Kit (2x8GB) DDR4 3200MHz CL22 (or 2933MHz or 2666MHz) Desktop Memory CT2K8G4DFRA32A,29.99,Crucial,CT2K8G4DFRA32A,16 GB,2 x 8 GB,DDR4,3200 MHz,288-PIN,CL22,https://amazon.com/dp/B08C53LL9J?tag=pcbuilder00-20
Crucial RAM 16GB DDR4 3200MHz CL22 (or 2933MHz or 2666MHz) Desktop Memory CT16G4DFRA32A,28.99,Crucial,CT16G4DFRA32A,16 GB,1 x 16 GB,DDR4,3200 MHz,288-PIN,CL22,https://amazon.com/dp/B08C56GZGK?tag=pcbuilder00-20
Crucial Ballistix Sport LT 3200 MHz DDR4 DRAM Desktop Gaming Memory Kit 16GB (8GBx2) CL16,Used),Crucial,Ballistix Sport LT 3200,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07M9HZFP2?tag=pcbuilder00-20
Crucial Ballistix Sport LT 3200 MHz DDR4 DRAM Desktop Gaming Memory Kit 32GB (16GBx2) CL16,Used),Crucial,Ballistix Sport LT 3200,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07MR1HWXT?tag=pcbuilder00-20
Crucial Ballistix Sport LT 3200 MHz DDR4 DRAM Desktop Gaming Memory Single 16GB CL16,89.99,Crucial,Ballistix Sport LT,16 GB,1 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07MGPK7XC?tag=pcbuilder00-20
Crucial Ballistix Sport LT 3200 MHz DDR4 DRAM Desktop Gaming Memory Single 16GB CL16,89.99,Crucial,Ballistix Sport LT,16 GB,1 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07M5RLBKJ?tag=pcbuilder00-20
Crucial Ballistix Sport LT 3200 MHz DDR4 DRAM Desktop Gaming Memory Single 16GB CL16,/A,Crucial,Ballistix Sport LT,16 GB,1 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07M5RLSG1?tag=pcbuilder00-20
Crucial Ballistix Sport LT 3200 MHz DDR4 DRAM Desktop Gaming Memory Kit 32GB (16GBx2) CL16,/A,Crucial,Ballistix Sport LT,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07MNJNSQ9?tag=pcbuilder00-20
Kingston Technology HyperX Fury Black 8GB 3200MHz DDR4 CL18 DIMM1Rx8 Memory,Used),HyperX,HX432C18FB2/8,8 GB,1 x 8 GB,DDR4,3200 MHz,288-Pin,CL18,https://amazon.com/dp/B07BJJK753?tag=pcbuilder00-20
"G.SKILL Ripjaws V Series, 16GB (2 x 8GB) DDR4-3200MHz CL16 Desktop Memory",52.99,G.Skill,RipJaws V,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B015FXXBW0?tag=pcbuilder00-20
"G.SKILL Ripjaws V Series, 32GB (2 x 16GB) DDR4-3200MHz CL16 Desktop Memory",89.99,G.Skill,RipJaws V,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B0171GQR0C?tag=pcbuilder00-20
"Corsair Dominator Platinum RGB, 32GB (2 x 16GB) DDR4-3200MHz CL16 Desktop Memory",147.99,Corsair,Dominator Platinum,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07N3LDKR1?tag=pcbuilder00-20
"Corsair Dominator Platinum RGB, 32GB (4 x 8GB) DDR4-3200MHz CL16 Desktop Memory",189.99,Corsair,Dominator Platinum,32 GB,4 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07N3HCVVW?tag=pcbuilder00-20
"Corsair Dominator Platinum RGB, 16GB (2 x 8GB) DDR4-3200MHz Desktop Memory with CL16",97.99,Corsair,Dominator Platinum RGB,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B088MWPC18?tag=pcbuilder00-20
Corsair Dominator Platinum RGB 32GB (4x8GB) DDR4 3200 (PC4-25600) C16 1.35V AMD Optimized Memory,189.99,Corsair,Dominator Platinum RGB,32 GB,4 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B088MXY8N9?tag=pcbuilder00-20
Corsair Dominator Platinum RGB 64GB (4x16GB) DDR4 3200 (PC4-25600) C16 1.35V Desktop Memory,508.45,Corsair,Dominator Platinum RGB,64 GB,4 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07PGLJS51?tag=pcbuilder00-20
Corsair Dominator Platinum RGB 16GB (2x8GB) DDR4 3200 C16 1.35V Desktop Memory,97.99,Corsair,Dominator Platinum,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07N3HT852?tag=pcbuilder00-20
Corsair Dominator Platinum RGB 128GB (8x16GB) DDR4 3200 (PC4-25600) C16 1.35V Desktop Memory,/A,Corsair,Dominator Platinum RGB,128 GB,8 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07PHVVFF8?tag=pcbuilder00-20
Corsair Dominator Platinum RGB 16GB (2x8GB) DDR4 3200 (PC4-25600) C16 1.35V AMD Optimized Memory,96.99,Corsair,Dominator Platinum RGB,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B088MXX1GW?tag=pcbuilder00-20
Corsair Dominator Platinum RGB 64GB (4x16GB) DDR4 3200 (PC4-25600) C16 1.35V Desktop Memory,/A,Corsair,Dominator Platinum RGB,64 GB,4 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B088MXVSVG?tag=pcbuilder00-20
"Corsair Dominator Platinum RGB 32GB (4x8GB) DDR4 3200 (PC4-25600) C16 1.35V, Optimized for AMD DDR4 Systems",189.99,Corsair,Dominator Platinum RGB,32 GB,4 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07N3HBQSY?tag=pcbuilder00-20
"Corsair Dominator Platinum RGB 16GB (2x8GB) DDR4 3200 (PC4-25600) C16 1.35V, Optimized for AMD DDR4 Systems",102.99,Corsair,Dominator Platinum RGB,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07N3HHLN1?tag=pcbuilder00-20
"Crucial Ballistix, 32GB (2 x 16GB) DDR4-3200MHz DRAM Desktop Gaming Memory with CL16",138.99,Crucial,Ballistix,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B083TSLDF2?tag=pcbuilder00-20
Patriot Viper 4 Blackout Series DDR4 64GB (2 x 32GB) 3200MHz DRAM Kit,174.99,Patriot Memory,Viper 4 Blackout,64 GB,2 x 32 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B08662S4NK?tag=pcbuilder00-20
Patriot Viper 4 Blackout Series DDR4 8GB (2 x 4GB) 3200MHz Kit,34.99,Patriot Memory,Viper 4 Blackout,8 GB,2 x 4 GB,DDR4,3200 MHz,288-Pin,CL19,https://amazon.com/dp/B07WDN5VNR?tag=pcbuilder00-20
"Patriot Viper 4 Blackout Series, 16GB (2 x 8GB) DDR4-3200MHz Dual Channel CL16 Desktop Memory",48.99,Patriot Memory,Viper 4,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07TS98LM6?tag=pcbuilder00-20
Crucial RAM 32GB DDR4 3200 MHz CL22 Desktop Memory,100.21,Crucial,CT32G4DFD832A,32 GB,1 x 32 GB,DDR4,3200 MHz,288-Pin,CL22,https://amazon.com/dp/B07ZLHD4F8?tag=pcbuilder00-20
Crucial RAM 32GB Kit (2x16GB) DDR4 3200 MHz CL22 Desktop Memory,107.50,Crucial,CT2K16G4DFRA32A,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL22,https://amazon.com/dp/B08C4LXXCJ?tag=pcbuilder00-20
Crucial RAM 64GB Kit (2x32GB) DDR4 3200 MHz CL22 Desktop Memory,202.19,Crucial,CT2K32G4DFD832A,64 GB,2 x 32 GB,DDR4,3200 MHz,288-Pin,CL22,https://amazon.com/dp/B07ZLD6Q1G?tag=pcbuilder00-20
"G.SKILL TridentZ RGB Series, 32GB (2 x 16GB) DDR4-3200Mhz DIMM CL16 Desktop Memory",109.99,G.Skill,TridentZ RGB,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07DMNZY56?tag=pcbuilder00-20
Patriot Viper 4 Series Extreme Performance DDR4 16GB (2 X 8GB) 3200MHz Kit,/A,Patriot Memory,Viper 4,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B016A29PWA?tag=pcbuilder00-20
Patriot Memory Viper 4 Series DDR4 32GB (2 x 16GB) 3200MHz (PC4-25600) Dual Module Kit,/A,Patriot Memory,Viper 4,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B01E1XR5X6?tag=pcbuilder00-20
"Corsair Vengeance RGB PRO, 32GB (2 x 16GB) DDR4-3200MHz CL16 Desktop Memory",226.99,Corsair,Vengeance RGB Pro,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07GSKGSM6?tag=pcbuilder00-20
TEAMGROUP T-Force Dark Za (Alpha) 16GB Kit (2x8GB) DDR4 Dram 3200MHz (PC4-25600) CL16 Desktop Memory Module for AMD Ryzen,178,TEAMGROUP,T-FORCE DARK Za,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07Z4LJ1KF?tag=pcbuilder00-20
"TEAMGROUP T-Force Dark Z, 16GB (2 x 16GB) DDR4-3200MHz 288-Pin SDRAM Desktop Gaming Memory with CL16",/A,TEAMGROUP,T-Force Dark Z,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07WNQVBZ6?tag=pcbuilder00-20
TEAMGROUP T-Force Dark Z DDR4 16GB Kit (2 x 8GB) 3200MHz (PC4-25600) CL 16 288-Pin SDRAM Desktop Gaming Memory Module Ram,/A,TEAMGROUP,T-Force Dark Z,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07WSPQJC3?tag=pcbuilder00-20
"HyperX Fury, 32GB Dual Channel (2 x 16GB) DDR4-3200MHz DIMM Black XMP CL16 Desktop Memory",/A,HyperX,Fury,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07WJJJ5M6?tag=pcbuilder00-20
HyperX Fury 16GB 3200MHz DDR4 CL16 DIMM  Black XMP Desktop Memory Single Stick,97.75,HyperX,HyperX FURY,16 GB,1 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07WCQRMWQ?tag=pcbuilder00-20
Kingston HyperX Predator DDR4 RGB 16GB 3200MHz CL16 DIMM XMP RAM Memory/Infrared Sync Technology,/A,Kingston,HyperX Predator RGB,16 GB,1 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07MVXSG3T?tag=pcbuilder00-20
Kingston HyperX Predator Black 16GB 3200MHz DDR4 CL16 DIMM XMP Desktop PC Memory,/A,Kingston,HyperX Predator,16 GB,1 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07GNKTPH4?tag=pcbuilder00-20
Kingston HyperX Predator Black 32GB kit 3200MHz DDR4 CL16 DIMM XMP Desktop PC Memory,/A,Kingston,HyperX Predator,32 GB,2 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07GN6MM9L?tag=pcbuilder00-20
"HyperX Predator Black, 16GB (2 x 8GB) DDR4-3200MHz DIMM CL16 XMP Desktop Memory",/A,HyperX,Predator Black,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B01GCWQ8VO?tag=pcbuilder00-20
Kingston HyperX Predator DDR4 RGB 8GB 3200MHz CL16 DIMM XMP RAM Memory/Infrared Sync Technology,/A,Kingston,HyperX Predator,8 GB,1 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07GLNMS1M?tag=pcbuilder00-20
HyperX Predator DDR4 RGB 16GB Kit 3200MHz CL16 DIMM XMP RAM Memory / Infrared Sync Technology,/A,HyperX,HyperX Predator RGB,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07GL6CLTT?tag=pcbuilder00-20
HyperX Predator Black 64GB kit 3200MHz DDR4 CL16 DIMM XMP Desktop PC Memory,/A,HyperX,HyperX Predator,64 GB,4 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B07GNKGZMH?tag=pcbuilder00-20
"ADATA XPG Spetcrix, 16GB (2 x 8GB) DDR4-3200MHz U-DIMM CL16 RGB Desktop Memory",/A,ADATA,XPG Spetcrix,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B081DHSLYY?tag=pcbuilder00-20
HyperX Fury 64GB 3200MHz DDR4 Ram CL16 DIMM Black Single Stick Desktop Memory with low-profile heat spreader,/A,HyperX,Fury,64 GB,2 x 32 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B083PZBNKP?tag=pcbuilder00-20
HyperX Fury 32GB 3200MHz DDR4 Ram CL16 DIMM Black Desktop Memory with low-profile heat spreader,/A,HyperX,HyperX Fury,32 GB,1 x 32 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B083Q7Y7ST?tag=pcbuilder00-20
HyperX Fury RGB 64GB 3200MHz DDR4 CL16 DIMM (Kit of 2),/A,HyperX,HyperX Fury RGB,64 GB,2 x 32 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B08CXZ4DP5?tag=pcbuilder00-20
PNY XLR8 Gaming 32GB (2x16GB) DDR4 DRAM 3200MHz (PC4-25600) CL16 1.35V RGB Dual Channel Desktop Memory,69.99,PNY,MD32GK2D4320016XRGB,32 GB,2 x 16 GB,DDR4,3200 MHz,288-pin,CL16,https://amazon.com/dp/B08B6FBFM9?tag=pcbuilder00-20
PNY XLR8 Gaming 8GB DDR4 3200MHz (PC4-25600) CL16 1.35V RGB Desktop (DIMM) Memory,24.99,PNY,MD8GD4320016XRGB,8 GB,1 x 8 GB,DDR4,3200 MHz,288-pin,CL16,https://amazon.com/dp/B08B9WZZ8J?tag=pcbuilder00-20
Corsair LED for RAM,/A,Corsair,Vengeance LED,64 GB,4 x 16 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B01HKF4NK0?tag=pcbuilder00-20
Corsair LED for RAM,/A,Corsair,Vengeance LED,32 GB,4 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B01LYELPLO?tag=pcbuilder00-20
OLOy Memory DDR4 RAM 64GB (2x32GB) Warhawk Aura Sync RGB 3200 MHz CL16 1.35V 288-Pin Desktop Gaming UDIMM (MD4U323216DEDA),136.99,OLOy,MD4U323216DEDA,64 GB,2 x 32 GB,DDR4,3200 MHz,288-PIN,CL16,https://amazon.com/dp/B083Z2WDGX?tag=pcbuilder00-20
PNY 16GB (2x8GB) XLR8 Gaming Epic-X RGB DDR4 3200MHz Desktop Memory RAM,119.99,PNY,XLR8,16 GB,2 x 8 GB,DDR4,3200 MHz,288-Pin,CL16,https://amazon.com/dp/B08B9KQDK5?tag=pcbuilder00-20
XPG DDR4 D50 RGB 16GB (2x8GB) 3200MHz PC4-25600 U-DIMM 288-Pins Desktop Memory CL16-20-20 Kit Grey (AX4U32008G16A-DT50),80.89,XPG,AX4U32008G16A-DT50,16 GB,2 x 8 GB,DDR4,3200 MHz,288-PIN,CL16,https://amazon.com/dp/B08WJFCR32?tag=pcbuilder00-20
